id,active_stations,total_stations,created_at,updated_at,last_update
41121,324,331,2014-04-24 07:10:05.213444,2014-04-24 07:10:05.213444,1398323353
41122,324,331,2014-04-24 07:20:04.929768,2014-04-24 07:20:04.929768,1398323946
41123,324,331,2014-04-24 07:30:04.985036,2014-04-24 07:30:04.985036,1398324560
41124,324,331,2014-04-24 07:40:04.716122,2014-04-24 07:40:04.716122,1398325158
41125,324,331,2014-04-24 07:50:05.294909,2014-04-24 07:50:05.294909,1398325755
41126,324,331,2014-04-24 08:00:05.217146,2014-04-24 08:00:05.217146,1398326357
41127,324,331,2014-04-24 08:10:05.123043,2014-04-24 08:10:05.123043,1398326959
41128,324,331,2014-04-24 08:20:04.936097,2014-04-24 08:20:04.936097,1398327558
41129,324,331,2014-04-24 08:30:05.877085,2014-04-24 08:30:05.877085,1398328146
41130,324,331,2014-04-24 08:40:04.702494,2014-04-24 08:40:04.702494,1398328744
41131,324,331,2014-04-24 08:50:05.313167,2014-04-24 08:50:05.313167,1398329356
41132,324,331,2014-04-24 09:00:05.18988,2014-04-24 09:00:05.18988,1398329953
41133,324,331,2014-04-24 09:10:05.014352,2014-04-24 09:10:05.014352,1398330555
41134,324,331,2014-04-24 09:20:04.608775,2014-04-24 09:20:04.608775,1398331142
41135,324,331,2014-04-24 09:30:05.383713,2014-04-24 09:30:05.383713,1398331756
41136,324,331,2014-04-24 09:40:05.08282,2014-04-24 09:40:05.08282,1398332355
41137,324,331,2014-04-24 09:50:05.059094,2014-04-24 09:50:05.059094,1398332957
41138,324,331,2014-04-24 10:00:05.06315,2014-04-24 10:00:05.06315,1398333551
41139,324,331,2014-04-24 10:10:05.081126,2014-04-24 10:10:05.081126,1398334161
41140,324,331,2014-04-24 10:20:04.864193,2014-04-24 10:20:04.864193,1398334754
41141,324,331,2014-04-24 10:30:04.970902,2014-04-24 10:30:04.970902,1398335357
41142,324,331,2014-04-24 10:40:04.611878,2014-04-24 10:40:04.611878,1398335948
41143,324,331,2014-04-24 10:50:05.427507,2014-04-24 10:50:05.427507,1398336548
41144,324,331,2014-04-24 11:00:05.338356,2014-04-24 11:00:05.338356,1398337161
41145,324,331,2014-04-24 11:10:05.449791,2014-04-24 11:10:05.449791,1398337755
41146,324,331,2014-04-24 11:20:04.724013,2014-04-24 11:20:04.724013,1398338353
41147,324,331,2014-04-24 11:30:05.494954,2014-04-24 11:30:05.494954,1398338946
41148,324,331,2014-04-24 11:40:05.072852,2014-04-24 11:40:05.072852,1398339550
41149,324,331,2014-04-24 11:50:04.885875,2014-04-24 11:50:04.885875,1398340152
41150,324,331,2014-04-24 12:00:05.847722,2014-04-24 12:00:05.847722,1398340803
41151,324,331,2014-04-24 12:10:05.212598,2014-04-24 12:10:05.212598,1398341356
41152,324,331,2014-04-24 12:20:04.937334,2014-04-24 12:20:04.937334,1398341952
41153,324,331,2014-04-24 12:30:05.422423,2014-04-24 12:30:05.422423,1398342544
41154,324,331,2014-04-24 12:40:04.898719,2014-04-24 12:40:04.898719,1398343147
41155,324,331,2014-04-24 12:50:04.851887,2014-04-24 12:50:04.851887,1398343747
41156,324,331,2014-04-24 13:00:05.639475,2014-04-24 13:00:05.639475,1398344352
41157,324,331,2014-04-24 13:10:05.478501,2014-04-24 13:10:05.478501,1398344942
41158,324,331,2014-04-24 13:20:05.345459,2014-04-24 13:20:05.345459,1398345555
41159,324,331,2014-04-24 13:30:05.308694,2014-04-24 13:30:05.308694,1398346152
41160,324,331,2014-04-24 13:40:05.451655,2014-04-24 13:40:05.451655,1398346752
41161,324,331,2014-04-24 13:50:05.577845,2014-04-24 13:50:05.577845,1398347358
41162,324,331,2014-04-24 14:00:05.298198,2014-04-24 14:00:05.298198,1398347952
41163,324,331,2014-04-24 14:10:05.621834,2014-04-24 14:10:05.621834,1398348554
41164,324,331,2014-04-24 14:20:05.488252,2014-04-24 14:20:05.488252,1398349146
41165,324,331,2014-04-24 14:30:05.285366,2014-04-24 14:30:05.285366,1398349757
41166,324,331,2014-04-24 14:40:04.965296,2014-04-24 14:40:04.965296,1398350348
41167,324,331,2014-04-24 14:50:05.731099,2014-04-24 14:50:05.731099,1398351003
41168,324,331,2014-04-24 15:00:05.788536,2014-04-24 15:00:05.788536,1398351552
41169,324,331,2014-04-24 15:10:05.913161,2014-04-24 15:10:05.913161,1398352153
41170,324,331,2014-04-24 15:20:05.828625,2014-04-24 15:20:05.828625,1398352748
41171,324,331,2014-04-24 15:30:05.544171,2014-04-24 15:30:05.544171,1398353352
41172,324,331,2014-04-24 15:40:05.356424,2014-04-24 15:40:05.356424,1398353950
41173,324,331,2014-04-24 15:50:05.385281,2014-04-24 15:50:05.385281,1398354549
41174,324,331,2014-04-24 16:00:05.002902,2014-04-24 16:00:05.002902,1398355156
41175,324,331,2014-04-24 16:10:05.899233,2014-04-24 16:10:05.899233,1398355762
41176,324,331,2014-04-24 16:20:04.678912,2014-04-24 16:20:04.678912,1398356359
41177,324,331,2014-04-24 16:30:05.431373,2014-04-24 16:30:05.431373,1398356945
41178,324,331,2014-04-24 16:40:09.144357,2014-04-24 16:40:09.144357,1398357551
41179,324,331,2014-04-24 16:50:05.494757,2014-04-24 16:50:05.494757,1398358156
41180,324,331,2014-04-24 17:00:05.624136,2014-04-24 17:00:05.624136,1398358758
41181,324,331,2014-04-24 17:10:06.239854,2014-04-24 17:10:06.239854,1398359362
41182,324,331,2014-04-24 17:20:06.072302,2014-04-24 17:20:06.072302,1398359954
41183,324,331,2014-04-24 17:30:05.473644,2014-04-24 17:30:05.473644,1398360548
41184,324,331,2014-04-24 17:40:05.14253,2014-04-24 17:40:05.14253,1398361153
41185,324,331,2014-04-24 17:50:04.997338,2014-04-24 17:50:04.997338,1398361743
41186,324,331,2014-04-24 18:00:05.592933,2014-04-24 18:00:05.592933,1398362354
41187,324,331,2014-04-24 18:10:07.074567,2014-04-24 18:10:07.074567,1398362956
41188,324,331,2014-04-24 18:20:05.152719,2014-04-24 18:20:05.152719,1398363561
41189,324,331,2014-04-24 18:30:05.155546,2014-04-24 18:30:05.155546,1398364159
41190,324,331,2014-04-24 18:40:05.160106,2014-04-24 18:40:05.160106,1398364756
41191,324,331,2014-04-24 18:50:05.259525,2014-04-24 18:50:05.259525,1398365348
41192,324,331,2014-04-24 19:00:04.926429,2014-04-24 19:00:04.926429,1398365955
41193,324,331,2014-04-24 19:10:04.996024,2014-04-24 19:10:04.996024,1398366547
41194,324,331,2014-04-24 19:20:05.129977,2014-04-24 19:20:05.129977,1398367163
41195,324,331,2014-04-24 19:30:04.850768,2014-04-24 19:30:04.850768,1398367752
41196,324,331,2014-04-24 19:40:04.83214,2014-04-24 19:40:04.83214,1398368348
41197,324,331,2014-04-24 19:50:04.939506,2014-04-24 19:50:04.939506,1398368953
41198,324,331,2014-04-24 20:00:05.675125,2014-04-24 20:00:05.675125,1398369552
41199,324,331,2014-04-24 20:10:05.054998,2014-04-24 20:10:05.054998,1398370151
41200,324,331,2014-04-24 20:20:05.07563,2014-04-24 20:20:05.07563,1398370757
41201,324,331,2014-04-24 20:30:05.281239,2014-04-24 20:30:05.281239,1398371354
41202,324,331,2014-04-24 20:40:05.173303,2014-04-24 20:40:05.173303,1398371956
41203,324,331,2014-04-24 20:50:04.827363,2014-04-24 20:50:04.827363,1398372552
41204,324,331,2014-04-24 21:00:05.79292,2014-04-24 21:00:05.79292,1398373151
41205,324,331,2014-04-24 21:10:05.584315,2014-04-24 21:10:05.584315,1398373745
41206,324,331,2014-04-24 21:20:05.584343,2014-04-24 21:20:05.584343,1398374360
41207,324,331,2014-04-24 21:30:05.642766,2014-04-24 21:30:05.642766,1398374949
41208,324,331,2014-04-24 21:40:05.140184,2014-04-24 21:40:05.140184,1398375554
41209,324,331,2014-04-24 21:50:14.827877,2014-04-24 21:50:14.827877,1398376149
41210,324,331,2014-04-24 22:00:04.878674,2014-04-24 22:00:04.878674,1398376748
41211,324,331,2014-04-24 22:10:04.767585,2014-04-24 22:10:04.767585,1398377354
41212,324,331,2014-04-24 22:20:05.583914,2014-04-24 22:20:05.583914,1398377959
41213,324,331,2014-04-24 22:30:05.475909,2014-04-24 22:30:05.475909,1398378561
41214,324,331,2014-04-24 22:40:05.386909,2014-04-24 22:40:05.386909,1398379158
41215,324,331,2014-04-24 22:50:04.995486,2014-04-24 22:50:04.995486,1398379755
41216,324,331,2014-04-24 23:00:05.935706,2014-04-24 23:00:05.935706,1398380348
41217,324,331,2014-04-24 23:10:07.055169,2014-04-24 23:10:07.055169,1398380944
41218,324,331,2014-04-24 23:20:05.021916,2014-04-24 23:20:05.021916,1398381552
41219,324,331,2014-04-24 23:30:04.865908,2014-04-24 23:30:04.865908,1398382159
41220,324,331,2014-04-24 23:40:05.840782,2014-04-24 23:40:05.840782,1398382757
41221,324,331,2014-04-24 23:50:04.941396,2014-04-24 23:50:04.941396,1398383346
41222,324,331,2014-04-25 00:00:05.86571,2014-04-25 00:00:05.86571,1398383956
41223,324,331,2014-04-25 00:10:04.865112,2014-04-25 00:10:04.865112,1398384553
41224,324,331,2014-04-25 00:20:05.836229,2014-04-25 00:20:05.836229,1398385147
41225,324,331,2014-04-25 00:30:05.184586,2014-04-25 00:30:05.184586,1398385753
41226,324,331,2014-04-25 00:40:05.121969,2014-04-25 00:40:05.121969,1398386355
41227,324,331,2014-04-25 00:50:04.786848,2014-04-25 00:50:04.786848,1398386954
41228,324,331,2014-04-25 01:00:05.679283,2014-04-25 01:00:05.679283,1398387544
41229,324,331,2014-04-25 01:10:05.542654,2014-04-25 01:10:05.542654,1398388152
41230,324,331,2014-04-25 01:20:05.632017,2014-04-25 01:20:05.632017,1398388758
41231,324,331,2014-04-25 01:30:05.873363,2014-04-25 01:30:05.873363,1398389364
41232,324,331,2014-04-25 01:40:05.64623,2014-04-25 01:40:05.64623,1398389947
41233,324,331,2014-04-25 01:50:05.486331,2014-04-25 01:50:05.486331,1398390541
41234,324,331,2014-04-25 02:00:05.395635,2014-04-25 02:00:05.395635,1398391147
41235,324,331,2014-04-25 02:10:05.005678,2014-04-25 02:10:05.005678,1398391742
41236,324,331,2014-04-25 02:20:04.862537,2014-04-25 02:20:04.862537,1398392352
41237,324,331,2014-04-25 02:30:05.561789,2014-04-25 02:30:05.561789,1398392949
41238,324,331,2014-04-25 02:40:05.347229,2014-04-25 02:40:05.347229,1398393555
41239,324,331,2014-04-25 02:50:04.927589,2014-04-25 02:50:04.927589,1398394146
41240,324,331,2014-04-25 03:00:05.817272,2014-04-25 03:00:05.817272,1398394752
41241,324,331,2014-04-25 03:10:05.789072,2014-04-25 03:10:05.789072,1398395362
41242,324,331,2014-04-25 03:20:05.629367,2014-04-25 03:20:05.629367,1398395957
41243,324,331,2014-04-25 03:30:05.280437,2014-04-25 03:30:05.280437,1398396554
41244,324,331,2014-04-25 03:40:04.862719,2014-04-25 03:40:04.862719,1398397160
41245,324,331,2014-04-25 03:50:05.968273,2014-04-25 03:50:05.968273,1398397757
41246,324,331,2014-04-25 04:00:05.261952,2014-04-25 04:00:05.261952,1398398347
41247,324,331,2014-04-25 04:10:05.301137,2014-04-25 04:10:05.301137,1398398953
41248,324,331,2014-04-25 04:20:04.831844,2014-04-25 04:20:04.831844,1398399550
41249,324,331,2014-04-25 04:30:05.681499,2014-04-25 04:30:05.681499,1398400159
41250,324,331,2014-04-25 04:40:05.866874,2014-04-25 04:40:05.866874,1398400753
41251,324,331,2014-04-25 04:50:05.619863,2014-04-25 04:50:05.619863,1398401347
41252,324,331,2014-04-25 05:00:05.140336,2014-04-25 05:00:05.140336,1398401945
41253,324,331,2014-04-25 05:10:05.082069,2014-04-25 05:10:05.082069,1398402559
41254,324,331,2014-04-25 05:20:05.022537,2014-04-25 05:20:05.022537,1398403159
41255,324,331,2014-04-25 05:30:04.788212,2014-04-25 05:30:04.788212,1398403748
41256,324,331,2014-04-25 05:40:05.331438,2014-04-25 05:40:05.331438,1398404349
41257,324,331,2014-04-25 05:50:05.19323,2014-04-25 05:50:05.19323,1398404955
41258,324,331,2014-04-25 06:00:04.920761,2014-04-25 06:00:04.920761,1398405558
41259,324,331,2014-04-25 06:10:04.617308,2014-04-25 06:10:04.617308,1398406158
41260,324,331,2014-04-25 06:20:05.462916,2014-04-25 06:20:05.462916,1398406753
41261,324,331,2014-04-25 06:30:05.479013,2014-04-25 06:30:05.479013,1398407358
41262,324,331,2014-04-25 06:40:05.435974,2014-04-25 06:40:05.435974,1398407947
41263,324,331,2014-04-25 06:50:05.578064,2014-04-25 06:50:05.578064,1398408558
41264,324,331,2014-04-25 07:00:05.435642,2014-04-25 07:00:05.435642,1398409156
41265,324,331,2014-04-25 07:10:05.591166,2014-04-25 07:10:05.591166,1398409744
41266,324,331,2014-04-25 07:20:04.934988,2014-04-25 07:20:04.934988,1398410356
41267,324,331,2014-04-25 07:30:05.365995,2014-04-25 07:30:05.365995,1398410944
41268,324,331,2014-04-25 07:40:04.892904,2014-04-25 07:40:04.892904,1398411550
41269,324,331,2014-04-25 07:50:05.863982,2014-04-25 07:50:05.863982,1398412148
41270,324,331,2014-04-25 08:00:05.17693,2014-04-25 08:00:05.17693,1398412746
41271,324,331,2014-04-25 08:10:05.10281,2014-04-25 08:10:05.10281,1398413349
41272,324,331,2014-04-25 08:20:05.046713,2014-04-25 08:20:05.046713,1398413956
41273,324,331,2014-04-25 08:30:04.762427,2014-04-25 08:30:04.762427,1398414554
41274,324,331,2014-04-25 08:40:05.47621,2014-04-25 08:40:05.47621,1398415151
41275,324,331,2014-04-25 08:50:05.07475,2014-04-25 08:50:05.07475,1398415752
41276,324,331,2014-04-25 09:00:05.707344,2014-04-25 09:00:05.707344,1398416350
41277,324,331,2014-04-25 09:10:05.571047,2014-04-25 09:10:05.571047,1398416953
41278,324,331,2014-04-25 09:20:05.648863,2014-04-25 09:20:05.648863,1398417552
41279,324,331,2014-04-25 09:30:05.231715,2014-04-25 09:30:05.231715,1398418160
41280,324,331,2014-04-25 09:40:04.989766,2014-04-25 09:40:04.989766,1398418752
41281,324,331,2014-04-25 09:50:04.849864,2014-04-25 09:50:04.849864,1398419360
41282,324,331,2014-04-25 10:00:05.195625,2014-04-25 10:00:05.195625,1398419951
41283,324,331,2014-04-25 10:10:04.892477,2014-04-25 10:10:04.892477,1398420548
41284,324,331,2014-04-25 10:20:05.792202,2014-04-25 10:20:05.792202,1398421153
41285,324,331,2014-04-25 10:30:05.609921,2014-04-25 10:30:05.609921,1398421759
41286,324,331,2014-04-25 10:40:05.354775,2014-04-25 10:40:05.354775,1398422352
41287,324,331,2014-04-25 10:50:05.120648,2014-04-25 10:50:05.120648,1398422958
41288,324,331,2014-04-25 11:00:04.933106,2014-04-25 11:00:04.933106,1398423555
41289,324,331,2014-04-25 11:10:05.086745,2014-04-25 11:10:05.086745,1398424158
41290,324,331,2014-04-25 11:20:05.303842,2014-04-25 11:20:05.303842,1398424756
41291,324,331,2014-04-25 11:30:05.161375,2014-04-25 11:30:05.161375,1398425358
41292,323,331,2014-04-25 11:40:04.766979,2014-04-25 11:40:04.766979,1398425959
41293,323,331,2014-04-25 11:50:05.220934,2014-04-25 11:50:05.220934,1398426561
41294,323,331,2014-04-25 12:00:04.98777,2014-04-25 12:00:04.98777,1398427150
41295,323,331,2014-04-25 12:10:04.816213,2014-04-25 12:10:04.816213,1398427758
41296,323,331,2014-04-25 12:20:05.441242,2014-04-25 12:20:05.441242,1398428355
41297,323,331,2014-04-25 12:30:05.199461,2014-04-25 12:30:05.199461,1398428960
41298,324,331,2014-04-25 12:40:04.952924,2014-04-25 12:40:04.952924,1398429549
41299,324,331,2014-04-25 12:50:04.976937,2014-04-25 12:50:04.976937,1398430148
41300,324,331,2014-04-25 13:00:05.149984,2014-04-25 13:00:05.149984,1398430749
41301,324,331,2014-04-25 13:10:04.750494,2014-04-25 13:10:04.750494,1398431359
41302,324,331,2014-04-25 13:20:07.212555,2014-04-25 13:20:07.212555,1398431961
41303,324,331,2014-04-25 13:30:05.301431,2014-04-25 13:30:05.301431,1398432550
41304,324,331,2014-04-25 13:40:04.85938,2014-04-25 13:40:04.85938,1398433157
41305,324,331,2014-04-25 13:50:05.577687,2014-04-25 13:50:05.577687,1398433756
41306,324,331,2014-04-25 14:00:05.478393,2014-04-25 14:00:05.478393,1398434354
41307,324,331,2014-04-25 14:10:05.623066,2014-04-25 14:10:05.623066,1398434951
41308,323,331,2014-04-25 14:20:05.334325,2014-04-25 14:20:05.334325,1398435553
41309,323,331,2014-04-25 14:30:05.149403,2014-04-25 14:30:05.149403,1398436147
41310,323,331,2014-04-25 14:40:05.058416,2014-04-25 14:40:05.058416,1398436763
41311,323,331,2014-04-25 14:50:05.051057,2014-04-25 14:50:05.051057,1398437346
41312,323,331,2014-04-25 15:00:04.867095,2014-04-25 15:00:04.867095,1398437957
41313,323,331,2014-04-25 15:10:04.636299,2014-04-25 15:10:04.636299,1398438562
41314,323,331,2014-04-25 15:20:05.342436,2014-04-25 15:20:05.342436,1398439203
41315,323,331,2014-04-25 15:30:06.69332,2014-04-25 15:30:06.69332,1398439752
41316,323,331,2014-04-25 15:40:05.340765,2014-04-25 15:40:05.340765,1398440355
41317,323,331,2014-04-25 15:50:05.024314,2014-04-25 15:50:05.024314,1398440950
41318,323,331,2014-04-25 16:00:05.120628,2014-04-25 16:00:05.120628,1398441548
41319,323,331,2014-04-25 16:10:04.804261,2014-04-25 16:10:04.804261,1398442145
41320,323,331,2014-04-25 16:20:09.326861,2014-04-25 16:20:09.326861,1398442759
41321,323,331,2014-04-25 16:30:05.132578,2014-04-25 16:30:05.132578,1398443352
41322,323,331,2014-04-25 16:40:05.12233,2014-04-25 16:40:05.12233,1398443949
41323,323,331,2014-04-25 16:50:04.655716,2014-04-25 16:50:04.655716,1398444555
41324,323,331,2014-04-25 17:00:05.596872,2014-04-25 17:00:05.596872,1398445162
41325,323,331,2014-04-25 17:10:05.591421,2014-04-25 17:10:05.591421,1398445745
41326,322,331,2014-04-25 17:20:05.820789,2014-04-25 17:20:05.820789,1398446351
41327,322,331,2014-04-25 17:30:05.606338,2014-04-25 17:30:05.606338,1398446953
41328,322,331,2014-04-25 17:40:05.422581,2014-04-25 17:40:05.422581,1398447542
41329,322,331,2014-04-25 17:50:05.035957,2014-04-25 17:50:05.035957,1398448158
41330,323,331,2014-04-25 18:00:07.233756,2014-04-25 18:00:07.233756,1398448744
41331,323,331,2014-04-25 18:10:05.111161,2014-04-25 18:10:05.111161,1398449347
41332,323,331,2014-04-25 18:20:04.908891,2014-04-25 18:20:04.908891,1398449959
41333,323,331,2014-04-25 18:30:05.912166,2014-04-25 18:30:05.912166,1398450549
41334,323,331,2014-04-25 18:40:04.84815,2014-04-25 18:40:04.84815,1398451152
41335,323,331,2014-04-25 18:50:05.413788,2014-04-25 18:50:05.413788,1398451750
41336,323,331,2014-04-25 19:00:05.025481,2014-04-25 19:00:05.025481,1398452354
41337,323,331,2014-04-25 19:10:05.137422,2014-04-25 19:10:05.137422,1398452961
41338,323,331,2014-04-25 19:20:05.281311,2014-04-25 19:20:05.281311,1398453546
41339,323,331,2014-04-25 19:30:05.312701,2014-04-25 19:30:05.312701,1398454160
41340,323,331,2014-04-25 19:40:05.238476,2014-04-25 19:40:05.238476,1398454746
41341,323,331,2014-04-25 19:50:05.160331,2014-04-25 19:50:05.160331,1398455347
41342,323,331,2014-04-25 20:00:04.857803,2014-04-25 20:00:04.857803,1398455950
41343,323,331,2014-04-25 20:10:07.310018,2014-04-25 20:10:07.310018,1398456550
41344,323,331,2014-04-25 20:20:05.426559,2014-04-25 20:20:05.426559,1398457147
41345,323,331,2014-04-25 20:30:04.906263,2014-04-25 20:30:04.906263,1398457761
41346,323,331,2014-04-25 20:40:05.167994,2014-04-25 20:40:05.167994,1398458362
41347,323,331,2014-04-25 20:50:04.757976,2014-04-25 20:50:04.757976,1398458951
41348,323,331,2014-04-25 21:00:05.774741,2014-04-25 21:00:05.774741,1398459558
41349,323,331,2014-04-25 21:10:05.483243,2014-04-25 21:10:05.483243,1398460152
41350,323,331,2014-04-25 21:20:05.300125,2014-04-25 21:20:05.300125,1398460802
41351,323,331,2014-04-25 21:30:05.441216,2014-04-25 21:30:05.441216,1398461347
41352,323,331,2014-04-25 21:40:05.597376,2014-04-25 21:40:05.597376,1398461957
41353,323,331,2014-04-25 21:50:05.297973,2014-04-25 21:50:05.297973,1398462549
41354,323,331,2014-04-25 22:00:05.33625,2014-04-25 22:00:05.33625,1398463144
41355,323,331,2014-04-25 22:10:05.160135,2014-04-25 22:10:05.160135,1398463758
41356,323,331,2014-04-25 22:20:04.87499,2014-04-25 22:20:04.87499,1398464344
41357,323,331,2014-04-25 22:30:05.0507,2014-04-25 22:30:05.0507,1398464958
41358,323,331,2014-04-25 22:40:04.650508,2014-04-25 22:40:04.650508,1398465551
41359,323,331,2014-04-25 22:50:05.497398,2014-04-25 22:50:05.497398,1398466148
41360,323,331,2014-04-25 23:00:05.369968,2014-04-25 23:00:05.369968,1398466755
41361,323,331,2014-04-25 23:10:05.064433,2014-04-25 23:10:05.064433,1398467357
41362,323,331,2014-04-25 23:20:04.920583,2014-04-25 23:20:04.920583,1398467942
41363,323,331,2014-04-25 23:30:05.68288,2014-04-25 23:30:05.68288,1398468550
41364,323,331,2014-04-25 23:40:05.911217,2014-04-25 23:40:05.911217,1398469148
41365,323,331,2014-04-25 23:50:04.846097,2014-04-25 23:50:04.846097,1398469749
41366,323,331,2014-04-26 00:00:05.429039,2014-04-26 00:00:05.429039,1398470363
41367,323,331,2014-04-26 00:10:05.241675,2014-04-26 00:10:05.241675,1398470953
41368,323,331,2014-04-26 00:20:05.213145,2014-04-26 00:20:05.213145,1398471555
41369,323,331,2014-04-26 00:30:05.539682,2014-04-26 00:30:05.539682,1398472152
41370,323,331,2014-04-26 00:40:06.794112,2014-04-26 00:40:06.794112,1398472804
41371,323,331,2014-04-26 00:50:05.772644,2014-04-26 00:50:05.772644,1398473353
41372,323,331,2014-04-26 01:00:04.870286,2014-04-26 01:00:04.870286,1398473958
41373,323,331,2014-04-26 01:10:04.665226,2014-04-26 01:10:04.665226,1398474548
41374,323,331,2014-04-26 01:20:05.359607,2014-04-26 01:20:05.359607,1398475153
41375,323,331,2014-04-26 01:30:05.115499,2014-04-26 01:30:05.115499,1398475758
41376,323,331,2014-04-26 01:40:05.111528,2014-04-26 01:40:05.111528,1398476361
41377,323,331,2014-04-26 01:50:05.023697,2014-04-26 01:50:05.023697,1398476942
41378,323,331,2014-04-26 02:00:04.86974,2014-04-26 02:00:04.86974,1398477551
41379,323,331,2014-04-26 02:10:05.667141,2014-04-26 02:10:05.667141,1398478162
41380,323,331,2014-04-26 02:20:05.173968,2014-04-26 02:20:05.173968,1398478751
41381,323,331,2014-04-26 02:30:05.481743,2014-04-26 02:30:05.481743,1398479352
41382,323,331,2014-04-26 02:40:05.578062,2014-04-26 02:40:05.578062,1398479950
41383,323,331,2014-04-26 02:50:05.446973,2014-04-26 02:50:05.446973,1398480551
41384,323,331,2014-04-26 03:00:05.292849,2014-04-26 03:00:05.292849,1398481157
41385,323,331,2014-04-26 03:10:05.614523,2014-04-26 03:10:05.614523,1398481754
41386,323,331,2014-04-26 03:20:05.785461,2014-04-26 03:20:05.785461,1398482356
41387,323,331,2014-04-26 03:30:05.652014,2014-04-26 03:30:05.652014,1398482951
41388,323,331,2014-04-26 03:40:05.290397,2014-04-26 03:40:05.290397,1398483545
41389,323,331,2014-04-26 03:50:05.116851,2014-04-26 03:50:05.116851,1398484143
41390,323,331,2014-04-26 04:00:05.207565,2014-04-26 04:00:05.207565,1398484756
41391,323,331,2014-04-26 04:10:05.274472,2014-04-26 04:10:05.274472,1398485354
41392,323,331,2014-04-26 04:20:05.620039,2014-04-26 04:20:05.620039,1398485955
41393,323,331,2014-04-26 04:30:05.228307,2014-04-26 04:30:05.228307,1398486560
41394,323,331,2014-04-26 04:40:04.785402,2014-04-26 04:40:04.785402,1398487151
41395,323,331,2014-04-26 04:50:05.513842,2014-04-26 04:50:05.513842,1398487745
41396,323,331,2014-04-26 05:00:05.497797,2014-04-26 05:00:05.497797,1398488351
41397,323,331,2014-04-26 05:10:04.87574,2014-04-26 05:10:04.87574,1398488948
41398,323,331,2014-04-26 05:20:05.552742,2014-04-26 05:20:05.552742,1398489554
41399,323,331,2014-04-26 05:30:05.329797,2014-04-26 05:30:05.329797,1398490156
41400,323,331,2014-04-26 05:40:05.463741,2014-04-26 05:40:05.463741,1398490749
41401,323,331,2014-04-26 05:50:04.960315,2014-04-26 05:50:04.960315,1398491351
41402,323,331,2014-04-26 06:00:05.896389,2014-04-26 06:00:05.896389,1398491961
41403,323,331,2014-04-26 06:10:04.799443,2014-04-26 06:10:04.799443,1398492548
41404,323,331,2014-04-26 06:20:05.36558,2014-04-26 06:20:05.36558,1398493153
41405,323,331,2014-04-26 06:30:05.05833,2014-04-26 06:30:05.05833,1398493751
41406,323,331,2014-04-26 06:40:05.696608,2014-04-26 06:40:05.696608,1398494348
41407,323,331,2014-04-26 06:50:05.55281,2014-04-26 06:50:05.55281,1398494954
41408,323,331,2014-04-26 07:00:05.731176,2014-04-26 07:00:05.731176,1398495555
41409,323,331,2014-04-26 07:10:05.432853,2014-04-26 07:10:05.432853,1398496145
41410,323,331,2014-04-26 07:20:05.190655,2014-04-26 07:20:05.190655,1398496755
41411,323,331,2014-04-26 07:30:04.851244,2014-04-26 07:30:04.851244,1398497360
41412,323,331,2014-04-26 07:40:05.689742,2014-04-26 07:40:05.689742,1398497954
41413,323,331,2014-04-26 07:50:04.556465,2014-04-26 07:50:04.556465,1398498560
41414,323,331,2014-04-26 08:00:05.292819,2014-04-26 08:00:05.292819,1398499153
41415,323,331,2014-04-26 08:10:05.134009,2014-04-26 08:10:05.134009,1398499755
41416,323,331,2014-04-26 08:20:04.875433,2014-04-26 08:20:04.875433,1398500352
41417,323,331,2014-04-26 08:30:05.794872,2014-04-26 08:30:05.794872,1398500960
41418,323,331,2014-04-26 08:40:05.141908,2014-04-26 08:40:05.141908,1398501557
41419,323,331,2014-04-26 08:50:05.007256,2014-04-26 08:50:05.007256,1398502146
41420,323,331,2014-04-26 09:00:05.196355,2014-04-26 09:00:05.196355,1398502751
41421,323,331,2014-04-26 09:10:04.961555,2014-04-26 09:10:04.961555,1398503357
41422,323,331,2014-04-26 09:20:05.572303,2014-04-26 09:20:05.572303,1398503946
41423,323,331,2014-04-26 09:30:05.582268,2014-04-26 09:30:05.582268,1398504556
41424,323,331,2014-04-26 09:40:09.051177,2014-04-26 09:40:09.051177,1398505204
41425,323,331,2014-04-26 09:50:07.819269,2014-04-26 09:50:07.819269,1398505745
41426,323,331,2014-04-26 10:00:05.850085,2014-04-26 10:00:05.850085,1398506354
41427,323,331,2014-04-26 10:10:05.851539,2014-04-26 10:10:05.851539,1398506944
41428,323,331,2014-04-26 10:20:05.727041,2014-04-26 10:20:05.727041,1398507558
41429,323,331,2014-04-26 10:30:06.773902,2014-04-26 10:30:06.773902,1398508147
41430,323,331,2014-04-26 10:40:07.638598,2014-04-26 10:40:07.638598,1398508761
41431,323,331,2014-04-26 10:50:05.493851,2014-04-26 10:50:05.493851,1398509351
41432,323,331,2014-04-26 11:00:05.537939,2014-04-26 11:00:05.537939,1398509956
41433,323,331,2014-04-26 11:10:05.238014,2014-04-26 11:10:05.238014,1398510542
41434,323,331,2014-04-26 11:20:04.918616,2014-04-26 11:20:04.918616,1398511148
41435,323,331,2014-04-26 11:30:05.469324,2014-04-26 11:30:05.469324,1398511749
41436,323,331,2014-04-26 11:40:05.266615,2014-04-26 11:40:05.266615,1398512355
41437,323,331,2014-04-26 11:50:04.850248,2014-04-26 11:50:04.850248,1398512952
